show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
s1964;TV Show;El señor de los Cielos;NA;Rafael Amaya, Ximena Herrera, Robinson Díaz, Raúl Méndez, Gabriel Porras, Carmen Villalobos, Mauricio Ochmann, Fernanda Castillo, Marlene Favela, Carmen Aub, Maritza Rodríguez;United States, Mexico, Colombia;April 30, 2020;2019;TV-MA;7 Seasons;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;Only Aurelio Casillas can fill Pablo Escobar's shoes and become Mexico's biggest drug trafficker of the '90s.
s2449;TV Show;Go! Live Your Way;NA;Pilar Pascual, Renata Toscano, José Giménez Zapiola, Santiago Saez, Paulo Sanchez Lima, Carmela Barsamian, Axel Muñiz, Majo Cardoso, Majo Chicar, Gastón Ricaud, Laura Azcurra;Argentina;June 21, 2019;2019;TV-PG;2 Seasons;Kids' TV, Spanish-Language TV Shows, Teen TV Shows;Charismatic Mía gets a scholarship to an elite performing arts school, where she makes close friends but clashes with the owner's popular daughter.
s7388;TV Show;Vampire Knight;NA;Daisuke Kishio, Ezra Weisz, Mamoru Miyano, Vic Mignogna, Yui Horie, Mela Lee, Risa Mizuno, Stephanie Sheh, Junichi Suwabe, Troy Baker, Jun Fukuyama, Bryce Papenbrook, Mai Nakahara, Laura Bailey, Soichiro Hoshi, Steve Staley, Susumu Chiba, Spike Spencer, Hiroki Yasumoto, Travis Willingham, Fumiko Orikasa, Wendee Lee;Japan;October 15, 2016;2008;TV-14;2 Seasons;Anime Series, International TV Shows, Romantic TV Shows;At Cross Academy, two student disciplinary committee members are tasked with keeping the peace between a human class and a night class of vampires.
s6544;Movie;The Lamb;Timothy Reckart;Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez, Zachary Levi, Christopher Plummer, Ving Rhames, Gabriel Iglesias, Kelly Clarkson, Anthony Anderson, Patricia Heaton, Kris Kristofferson, Kristin Chenoweth, Mariah Carey, Oprah Winfrey, Tyler Perry, Tracy Morgan;United States;June 4, 2018;2017;PG;86 min;Children & Family Movies, Faith & Spirituality;A big-dreaming donkey escapes his menial existence and befriends some free-spirited animal pals in this imaginative retelling of the Nativity Story.
s3522;Movie;Lagaan;Ashutosh Gowariker;Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne, Kulbhushan Kharbanda, Raghuvir Yadav, Yashpal Sharma, Rajendranath Zutshi, Rajesh Vivek, Aditya Lakhia;India;January 10, 2021;2001;PG;224 min;Dramas, International Movies, Music & Musicals;In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.
s4414;Movie;Nasha;Amit Saxena;Shivam Patil, Poonam Pandey, Sheetal Singh, Vishal Bhosle, Rohan Khurana, Ranbir Chakma, Raj Kesaria, Chirag Lobo;India;October 1, 2018;2013;TV-14;115 min;Dramas, International Movies, Romantic Movies;A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out.
s6865;Movie;The Short Game;Josh Greenbaum;Sky Sudberry, Allan Kournikova, Jed Dy, Zamokuhle Nxasana, Alexa Pano, Amari Avery, Augustin Valery, Kuang Yang, Jack Nicklaus, Gary Player;United States;December 12, 2013;2013;PG;100 min;Children & Family Movies, Documentaries, Sports Movies;They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school.
s2278;Movie;Freej Al Taibeen;Ahmed Zain;Ali Al Shehhi, Huda Al Ghanim, Muhammed Murshed, Yaser Alneyadi, Khaled Al-Nuaimi, Nasser Al-Dhahnani, Nawal Chamoun, Iman Husein;United Arab Emirates;May 29, 2020;2018;TV-PG;99 min;Comedies, Dramas, International Movies;Local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training.
s1718;Movie;Despido Procedente;Lucas Figueroa;Imanol Arias, Darío Grandinetti, Hugo Silva, Luis Luque, Miguel Ángel Solá, Tomás Pozzi, Valeria Alonso;Argentina, Spain;May 1, 2018;2017;TV-MA;90 min;Comedies, International Movies;A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error.
s6853;Movie;The Sea of Trees;Gus Van Sant;Matthew McConaughey, Naomi Watts, Ken Watanabe, Katie Aselton, Jordan Gavaris;United States;November 8, 2018;2015;PG-13;111 min;Dramas;A brooding American unable to cope with personal crisis travels to "suicide forest" near Mount Fuji, where he meets a fellow lost wanderer.
s6627;Movie;The lynx;Stanisław Różewicz;Jerzy Radziwiłowicz, Franciszek Pieczka, Piotr Bajor, Ryszarda Hanin, Janusz Paluszkiewicz, Henryk Machalica, Hanna Mikuć, Maria Klejdysz;Poland;October 1, 2019;1982;TV-14;82 min;Dramas, International Movies;A priest's duties are tested when a young guerrilla asks for absolution while confessing his plans to murder a local man he believes is a traitor.
s1834;Movie;Double Jeopardy;Bruce Beresford;Tommy Lee Jones, Ashley Judd, Bruce Greenwood, Annabeth Gish, Roma Maffia, Jay Brazeau, Michael Gaston, Daniel Lapaine;United States, Germany, Canada;July 1, 2020;1999;R;105 min;Thrillers;After being framed and serving time for her husband's supposed murder, Libby decides to kill her "late" husband for good.
s1578;TV Show;Dad's Army;NA;Arthur Lowe, John Le Mesurier, Clive Dunn, John Laurie, Arnold Ridley, Ian Lavender, James Beck, Bill Pertwee;United Kingdom; March 31, 2018;1977;TV-PG;10 Seasons;British TV Shows, Classic & Cult TV, TV Comedies;This beloved sitcom follows the unlikely heroes of the volunteer British Home Guard as they prepare for German invasion in World War II.
s1544;Movie;Cristela Alonzo: Lower Classy;Marcus Raboy;Cristela Alonzo;United States;January 24, 2017;2017;TV-MA;67 min;Stand-Up Comedy;The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.
s4942;TV Show;Power Rangers Samurai;NA;Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu, Jeff Szusterman, Felix Ryan, Paul Schrier;United States;January 1, 2016;2011;TV-Y7;1 Season;Kids' TV;A new generation of Power Rangers must master the Symbols of Samurai Power, which give them control over the Earth's elements to battle dark forces.
s3533;Movie;Larry the Cable Guy: Remain Seated;Brian Volk-Weiss;Larry the Cable Guy;United States;November 26, 2020;2020;TV-14;68 min;Stand-Up Comedy;With his signature call to "Git-R-Done," Larry muses on swampy weather, late-night shopping at Walmart and other raunchy tales of life in rural America.
s7662;TV Show;Word Party Songs;NA;NA;United States;August 7, 2020;2020;TV-Y;1 Season;Kids' TV;Sing along and dance with Bailey, Franny, Kip, Lulu and Tilly in this collection of music videos that will get you in the mood to move and groove!
s6957;Movie;The Ugly Truth;Robert Luketic;Katherine Heigl, Gerard Butler, Eric Winter, John Michael Higgins, Bree Turner, Nick Searcy, Kevin Connolly, Cheryl Hines, Bonnie Somerville, Yvette Nicole Brown, Nate Corddry, Noah Matthews;United States;April 25, 2019;2009;R;96 min;Comedies, Romantic Movies;A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called "The Ugly Truth."
s2713;TV Show;Herrens veje;NA;Lars Mikkelsen, Ann Eleonora Jorgensen, Simon Sears, Morten Hee Andersen, Fanny Bernth, Joen Højerslev, Camilla Lau, Maj-Britt Mathiesen, Solbjørg Højfeldt, Johanne Dal-Lewkovitch;Denmark;June 1, 2019;2018;TV-MA;2 Seasons;International TV Shows, TV Dramas;A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.
s7008;TV Show;The Witcher: A Look Inside the Episodes;NA;Henry Cavill, Anya Chalotra, Freya Allan, Lauren Schmidt Hissrich, Eamon Farren, Mimi Ndiweni, MyAnna Buring, Joey Batey, Adam Levy, Jodhi May;NA;September 2, 2020;2020;TV-MA;1 Season;Docuseries, TV Sci-Fi & Fantasy;With series creator Lauren S. Hissrich as your guide, take an in-depth journey into the stories and themes powering the first season of "The Witcher."
s6817;Movie;The Resistance Banker;Joram Lürsen;Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert;Netherlands;September 11, 2018;2018;TV-MA;123 min;Dramas, International Movies;Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.
s6470;Movie;The Human Factor: The Untold Story of the Bombay Film Orchestras;Rudradeep Bhattacharjee;NA;India;April 1, 2017;2013;TV-PG;53 min;Documentaries, International Movies, Music & Musicals;A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films.
s5510;Movie;Settai;R. Kannan;Arya, Anjali, Hansika Motwani, Santhanam, Premgi Amaren, Nasser;India;November 1, 2018;2013;TV-14;123 min;Comedies, International Movies, Music & Musicals;Asked to deliver a package for a friend, Madhu gets her fiancé, Jayaganthan, to take care of it, and he then passes the task to one of his roommates.
s7087;Movie;Tik Tok;Li Jun;Wallace Chung, Jung-jae Lee, Lang Yueting, Chae-yeong Lee;China;July 1, 2017;2016;TV-14;108 min;Dramas, International Movies, Thrillers;A police officer and a psychologist learn of a sinister threat at a highly anticipated soccer match and team up in hopes of preventing disaster.
s4607;Movie;Olmo & the Seagull;Petra Costa, Lea Glob;Olivia Corsini, Sergio Nicolai, Arman Saribekyan, Sylvain Jailloux, Francis Ressort, Pancho Garcia Aguirre, Shaghayegh Beheshti, Elena Bellei, Sébastien Brottet-Michel, Célia Catalifo;Denmark, Brazil, France, Portugal, Sweden;September 1, 2019;2014;TV-MA;82 min;Dramas, Independent Movies, International Movies;A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.
s6044;TV Show;That '70s Show;NA;Topher Grace, Mila Kunis, Ashton Kutcher, Danny Masterson, Laura Prepon, Wilmer Valderrama, Debra Jo Rupp, Kurtwood Smith, Don Stark, Tanya Roberts, Tommy Chong, Lisa Robin Kelly;United States; November 1, 2017;2005;TV-14;8 Seasons;TV Comedies;Feel groovy in 1970s suburbia, where a teen and his pals hang in the basement, listening to rock and indulging other hazy benefits of '70s culture.
s500;Movie;Ana e Vitória;Matheus Souza;Ana Caetano, Vitória Falcão, Clarissa Müller, Bruce Gomlevsky, Thati Lopes, Caique Nogueira, Érika Mader, Victor Lamoglia, Gabriela Nunes, Bryan Ruffo, Hamilton Dias;Brazil;November 2, 2018;2018;TV-MA;116 min;Comedies, International Movies, LGBTQ Movies;After meeting by chance, two young musicians with differing views on love and life record an album that drastically alters their lives.
s5197;Movie;Ricardo O'Farrill: Abrazo navideño;Raúl Campos, Jan Suter;Ricardo O'Farrill, Carlos Ballarta, Sofía Niño de Rivera, Chumel Torres, Marissa "Chabe" Lozano;Mexico;December 12, 2016;2016;TV-MA;31 min;Stand-Up Comedy;The expressive Ricardo O'Farrill uses his astute comedic sensibilities to tease Christmas traditions, and not even Santa Claus escapes unscathed.
s6456;TV Show;The Holiday Movies That Made Us;NA;NA;United States;December 1, 2020;2020;TV-PG;1 Season;Docuseries;Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.
s3566;Movie;Lechmi;B.N. Shajeer Sha;Parvathy Ratheesh, Biju Sopanam, Sethulekshmi Amma, Molly Angamaly;India;August 1, 2018;2017;TV-MA;147 min;Comedies, Horror Movies, International Movies;The spirit of a murdered woman contacts four bachelors, enlisting their help to find her killer.
s2104;Movie;Familiye;Sedat Kirtan, Kubilay Sarikaya;Kubilay Sarikaya, Arnel Taci, Muhammed Kirtan, Violetta Schurawlow, Burak Yiğit, Giwar Xatar Hajabi, Ridvan Kirtan, Ilhan Erdinc, Michael Hanemann, Sedat Kirtan;Germany;May 1, 2019;2017;TV-MA;99 min;Dramas, Independent Movies, International Movies;An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison.
s3214;TV Show;JoJo's Bizarre Adventure;NA;Kazuyuki Okitsu, Takehito Koyasu, Yoku Shioya, Yoji Ueda, Ayako Kawasumi, Tomokazu Sugita, Takuya Sato, Atsuko Tanaka, Atsushi Imaruoka, Daisuke Ono, Unsho Ishizuka, Kenta Miyake, Daisuke Hirakawa, Fuminori Komatsu, Yuki Ono, Yuki Kaji, Wataru Takagi, Takahiro Sakurai, Kensho Ono, Yuichi Nakamura, Junichi Suwabe, Kohsuke Toriumi, Daiki Yamashita, Junya Enoki;Japan;February 28, 2020;2014;TV-MA;2 Seasons;Anime Series, International TV Shows;Multiple generations of the Joestar family – all with the same nickname – confront supernatural villains through a series of time periods.
s7069;Movie;Thriller;Dallas Jackson;Jessica Allain, Luke Tennie, Tequan Richmond, Paige Hurd, Chelsea Rendon, Mitchell Edwards, Pepi Sonuga, Jason Woods, Maestro Harrell, RZA, Mykelti Williamson;United States;April 14, 2019;2018;TV-MA;87 min;Horror Movies;When a prank goes wrong, a shy kid from Compton is sent away for murder. Four years later, he’s back and out for revenge on homecoming weekend.
s2780;Movie;Holy Expectations;Fernando Ayllón;Adriana Botina, Fernando Ramos, Isabella Sierra, Joavany Álvarez, Christian López, Omar Murillo, Nelson Polanía, Carlos Barbosa, José Manuel Ospina, Aída Morales;NA;December 15, 2019;2019;TV-14;89 min;Children & Family Movies, Comedies, International Movies;With a short life expectancy, a young girl uses faith and her vivid imagination to navigate adversity and create a story that impacts all around her.
s1837;Movie;Doubt;John Patrick Shanley;Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis, Alice Drummond, Audrie Neenan, Susan Blommaert, Carrie Preston, Lydia Jordan, Lloyd Clay Brown;United States;March 7, 2019;2008;PG-13;104 min;Dramas, Faith & Spirituality;Sister Aloysius begins to have doubts about doting Father Flynn, who seems to have become overly involved in the life of an African American pupil.
s3710;Movie;London Heist;Mark McQueen;Craig Fairbrass, James Cosmo, Mem Ferda, Nick Moran, Steven Berkoff, Nathalie Cox, Roland Manookian, Eddie Webber, Tony Denham, Katie Clarkson-Hill;United Kingdom;January 1, 2021;2017;R;96 min;Action & Adventure;After a heist gone wrong, a career criminal gradually uncovers the hidden motive behind his father's murder – and it has nothing to do with money.
s6964;TV Show;The Unicorn;NA;Walton Goggins, Rob Corddry, Michaela Watkins, Omar Benson Miller, Maya Lynne Robinson, Ruby Jay, Makenzie Moss;United States;October 1, 2020;2019;TV-14;1 Season;TV Comedies, TV Dramas;A widowed father of two girls navigates the world of dating, surprised to learn that many women consider him a hot commodity.
s3680;TV Show;Liv and Maddie;NA;Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King;United States;April 23, 2017;2017;TV-G;4 Seasons;Kids' TV, TV Comedies;After four years in Hollywood as a television star, Liv returns to Wisconsin to discover that either she – or her family – has changed.
s1693;Movie;Deliha;Hakan Algül;Gupse Özay, Barış Arduç, Cihan Ercan;Turkey;March 10, 2017;2014;TV-14;102 min;Comedies, International Movies, Romantic Movies;Short on sense but long on self-confidence, dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood.
s5867;Movie;Suburra;Stefano Sollima;Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Greta Scarano, Giulia Gorietti, Jean-Hugues Anglade, Antonello Fassari, Lidia Vitale;Italy, France;October 14, 2015;2015;NR;135 min;Dramas, International Movies, Thrillers;A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.
s215;Movie;A Perfect Ending;Nicole Conn;Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson;United States;January 1, 2019;2012;TV-MA;110 min;Dramas, Independent Movies, LGBTQ Movies;After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl.
s3196;Movie;Jodhaa Akbar;Ashutosh Gowariker;Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha, Suhasini Mulay, Ila Arun, Raza Murad, Kulbhushan Kharbanda, Abeer Abrar;India;October 1, 2018;2008;TV-14;214 min;Action & Adventure, Dramas, International Movies;In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love.
